Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,CustomerTenure,TotalSpend,Cluster_KMeans,Cluster_GMM,Cluster_HDBSCAN,PCA1,PCA2
2,3,48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,61,2,4091,347,2,2,0,-1.0649228590874544,-0.00332749041925921
3,5,89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,66,0,3943,1924,1,1,-1,3.0841271006545323,0.7402834222815076
4,5,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,79,1,4253,397,3,2,3,-0.2700888959591401,0.4999556994567169
3,4,81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,50,0,4280,2089,1,1,-1,3.1367573166440783,0.0012170048070792939
2,3,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,64,2,4350,138,3,3,0,-1.5759298329950029,-0.13588799600596707
2,4,26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,1,4203,42,0,0,3,-1.3915743862775027,-0.699217488702826
2,5,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,0,4149,777,1,1,2,1.3111580054116867,-0.08216651674918493
3,3,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,81,0,3959,1902,1,1,2,2.738953544778687,1.3684813500252875
2,2,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,60,2,3992,52,2,0,-1,-1.9914220233541176,0.5250369703771881
3,4,73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,38,0,3959,1651,1,1,-1,2.321714804083528,0.5391527746343728
2,3,42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,34,0,4156,358,0,2,-1,-0.013330693950403967,-0.30357997719062446
2,3,70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,72,0,4476,1727,1,1,-1,2.417202431215904,-1.4040426945279745
2,3,25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,38,1,4498,210,0,3,3,-1.1406423793533813,-1.15037336083174
2,3,32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,39,1,4411,42,0,0,3,-1.1287370851787675,-1.1815216880333357
4,5,77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,67,0,4053,1291,1,1,2,2.185796751824565,1.4801626253842302
3,3,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,0,3860,442,2,2,-1,0.27199972956113877,1.0629927990821892
2,4,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,0,4525,1895,1,1,-1,2.3690256689819575,-1.2620198891858523
4,3,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,2,4077,411,2,2,0,-0.8303961282521664,1.464617101086238
0,6,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,1,4338,521,0,3,-1,-0.31396152564108726,-2.434156876976196
2,4,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,1,4123,1168,1,1,3,1.1456643112591542,-0.05350803537250339
3,5,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,2,3850,493,2,2,-1,-0.6269304855846789,1.5736267245459445
2,3,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,2,4270,260,3,2,-1,-0.6132808301076791,-0.17673657396909975
2,4,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,1,4216,46,0,0,3,-1.3165427032707742,-0.5400372056619581
3,5,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,1,4283,319,3,2,3,-0.3306851792058175,-0.2407846133688074
2,5,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,1,4001,96,2,0,3,-0.8715059968382992,0.6648817057161667
2,2,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,0,3973,1062,1,1,-1,1.6378080022342116,0.8563650109866605
0,5,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,1,4164,232,0,1,-1,-0.45161107864099226,-1.4197968410595603
3,4,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,1,4027,76,2,0,3,-1.438162182805868,0.5193853635973362
0,5,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,1,4073,54,0,0,-1,-1.6175016110520484,-1.3349451756253707
2,6,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,1,4531,201,3,3,-1,-0.5375472967129064,-1.4492562350193883
4,4,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,1,4417,406,3,3,3,-0.2642213836645772,0.29910867198506175
4,3,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,0,4165,1919,1,1,-1,3.0435615441646293,1.449627227478439
2,5,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,1,4229,662,3,3,3,0.12039322289376791,-0.5206289957574929
0,3,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,1,3952,41,0,0,-1,-1.7281410685561005,-1.2189380333373532
2,6,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,0,4012,1600,1,1,-1,2.5947758546759343,-0.10166417526935907
2,3,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,1,4047,134,2,2,3,-0.7460180712442402,0.10221783836098579
2,3,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,2,3993,69,2,0,0,-2.2823189350361957,0.509453656439354
3,3,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,2,3931,21,2,0,0,-2.0546162090536693,1.4969738596511561
0,4,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,62,2,3929,54,0,0,-1,-1.8751089287950573,-0.8117779510925218
2,4,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,36,1,3921,91,2,0,3,-1.619997603903254,0.8396380069908475
4,4,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,54,1,3981,526,2,2,3,0.2148526096596716,1.475120933256427
2,3,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,0,4276,162,0,2,-1,-0.7579305125955128,-1.058025099467014
3,3,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,0,4074,1008,1,1,2,1.864361488144829,1.2150696412946027
2,5,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,2,4494,240,3,3,0,-1.1399052358347372,-1.1213977186763788
4,4,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,1,4324,795,3,3,3,0.47820898711689114,0.4866867972824554
2,3,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,0,4289,1772,1,1,2,2.6470370676003396,-0.3607216640578286
0,3,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,0,4169,64,0,0,-1,-1.3061983496086993,-1.5565462205429355
2,5,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,1,4242,1957,1,1,-1,2.507859436412881,-0.43014417167817376
2,3,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,1,4132,78,2,0,3,-1.2281970412452183,0.3406134156702542
2,4,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,0,4217,1572,1,1,2,2.494051301840497,-0.6216045937462462
3,5,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,1,4208,795,3,1,3,0.8361840562011226,0.674169000719168
0,3,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,1,4004,889,0,1,-1,0.2819543288778217,-0.37538267757247634
4,2,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,1,4075,331,2,2,3,-0.36649878035678907,1.8946588971978033
4,5,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,1,3861,265,2,2,-1,-0.34676621350356635,1.9225945758959924
2,4,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,1,4410,1065,1,3,3,0.9818629090503928,-1.1267730488922056
3,5,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,2,4134,11,2,0,-1,-1.8621068593106829,0.42324610866584667
2,4,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,1,4198,21,0,0,3,-0.7961975526147228,-0.20733609581371917
2,5,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,2,4408,17,3,0,0,-1.5810331735875072,-0.5983553964526025
2,3,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,1,4494,369,3,3,3,-0.40528761868044927,-0.9162327518391856
4,3,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,2,3992,38,2,0,0,-1.5849044762075082,1.7712268555262194
0,4,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,1,4128,177,0,2,-1,-1.0976522623536176,-1.2696976100803812
4,5,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,1,4171,279,3,2,-1,0.1499304424295221,1.2377592645335487
3,3,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,1,4109,62,2,0,3,-1.035282715884831,0.5782584478143789
4,3,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,1,4353,1230,3,1,-1,1.1332430225790893,0.8002030004906185
2,3,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,2,3928,182,2,2,0,-1.271158262552698,1.286056963651173
2,3,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,2,4149,49,0,0,-1,-2.4209562543919803,-0.03427913560806112
4,5,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,2,4125,75,2,0,-1,-1.1858978908429205,1.382683840550492
3,5,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,2,4194,227,2,2,-1,-0.8548908529166153,0.1914801715622843
4,3,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,2,4435,215,3,3,-1,-1.0080791112081349,0.37325865172458284
2,5,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,1,4307,444,0,3,3,-0.46809123519068213,-0.9712919172447284
0,5,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,58,2,4091,47,0,0,-1,-1.5612137678475142,-1.0611439226247783
3,3,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,74,0,4279,143,0,2,-1,-0.5492742595421941,-0.2686626500085589
2,5,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,42,1,3926,55,2,0,3,-1.0847941740206584,0.2805821309038833
0,5,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,54,2,3911,63,0,0,-1,-2.2491331400153105,-0.2640942056660855
2,6,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,70,0,4483,1867,1,1,-1,2.908672319004194,-1.6091191969243017
3,3,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,64,1,4127,611,2,1,3,0.29633911807731844,0.5156158401048975
2,5,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,70,1,3882,473,2,2,-1,-0.2530209572424057,1.0451060212109844
2,5,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,66,0,4152,55,0,0,-1,-0.8196252860654216,-1.0427194271538462
4,4,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41,1,4464,81,3,0,-1,-0.6816680085267423,0.12293303061959249
3,3,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,50,0,4403,2086,1,1,-1,3.476380015335696,0.007332830472944171
3,4,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,60,0,4070,1478,1,1,-1,2.0773261381301085,0.18495340990352538
2,5,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,48,1,3989,49,2,0,3,-1.2679527600262064,0.5329937716771971
4,3,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,53,0,4130,382,1,2,-1,0.680285097605615,1.1285127071875023
3,5,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,50,1,4122,69,2,0,3,-1.5629540906758255,0.5718330004820541
2,2,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,56,1,4450,67,0,0,3,-1.3694467480341952,-1.304584193317146
3,3,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,56,2,4092,30,2,0,0,-1.54249447113336,1.227102335522562
0,3,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,47,1,4229,63,0,0,-1,-1.563833502729279,-1.5404323906717312
2,5,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,44,1,4520,79,3,0,3,-1.0565342839697396,-1.578886738720385
2,4,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,64,1,4332,42,0,0,3,-1.2384031250954513,-0.6191994206448986
2,5,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,65,1,4506,819,3,3,3,0.6714592981370142,-1.5730760464468037
2,4,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,70,0,4124,1151,1,1,2,1.7447664565015286,-0.4080023431532266
4,3,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,77,2,4406,594,3,3,-1,-0.13474889452328798,0.5198048816790962
3,5,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,59,2,4358,129,3,3,0,-1.040140311538512,-0.28089893040814873
3,4,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,39,1,4386,213,3,3,3,-1.1891725121038383,-0.1493592178930501
2,6,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,52,1,3977,67,0,0,3,-0.9280462851231821,-0.27928608447151276
2,2,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,69,3,4314,28,0,0,-1,-2.6204882589507856,-0.23256633081006572
1,3,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,50,1,4450,45,0,0,3,-1.2753789648005176,-1.445010198828375
2,3,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,60,0,3892,1193,1,1,2,1.9131628021541576,0.4392329000832181
3,4,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,56,0,4153,268,0,2,-1,-0.4556272547436859,-0.14742903776746233
3,6,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,81,0,4185,266,0,2,-1,0.13773607186419615,-0.46386858192023994
1,3,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,52,1,4404,37,0,0,3,-1.6430127794649185,-1.5551498018940617
2,3,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,3,4083,37,2,0,-1,-2.8014443883995175,0.6534539568109339
4,4,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,56,0,4436,882,1,3,-1,1.0355885833571048,-0.2928225629214206
2,3,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,51,2,4177,373,2,2,0,-1.0928057646517788,-0.25246130388189203
3,4,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,3,4258,35,2,0,-1,-2.2102535217968327,0.11062074724520235
2,6,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,2,4307,42,3,0,-1,-1.1022509753584515,-0.37536567766089113
3,3,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,1,4520,326,3,3,3,-0.784577064960312,-0.3211036756633589
4,3,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,1,4192,404,3,2,3,-0.04534131289083459,1.33526148771085
2,4,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,0,4189,95,0,0,-1,-0.5676751333942577,-0.9793254174941188
2,6,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,76,0,3950,939,1,1,-1,1.4618510066855686,0.1769352377529394
0,4,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,47,1,4022,33,0,0,-1,-1.3416842807798823,-1.0138857979512594
0,3,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,70,0,4230,981,1,1,-1,1.3935322836779815,-1.6074214823103583
2,3,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,49,1,4364,36,0,0,3,-1.712566150938126,-1.337208849437288
2,4,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,50,1,4230,1237,1,1,-1,1.5988170105580828,-0.22179176155422217
2,5,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,65,1,4485,1825,1,1,-1,1.9645331260033831,-1.0125816346213925
4,2,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,48,2,4500,103,3,3,-1,-1.4272676093714483,-0.07083766012175009
2,4,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,48,1,4397,191,0,3,3,-1.0717695014411388,-1.2855219034551901
4,3,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,55,1,4061,1586,1,1,-1,1.6066774132782327,1.59963904430181
4,5,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,67,0,3855,963,1,1,-1,1.3966188433884212,1.7893885591382968
0,3,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,1,4004,889,0,1,-1,0.2819543288778217,-0.37538267757247634
0,4,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,65,0,3973,93,0,0,-1,-0.8397678689992074,-0.9210749573326501
2,4,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,52,0,4276,1587,1,1,2,2.5763382688999195,-0.2202253977059127
2,2,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,3,3950,16,2,0,-1,-2.223003572273675,1.5850672560874577
2,4,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,73,0,4229,1375,1,1,2,2.368986657594074,-0.5971134178080715
2,3,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,63,1,4376,393,3,1,3,-0.10857023586972243,-0.2813921398954609
3,2,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,75,1,4478,1477,1,1,-1,1.384222226263777,-0.33172059780552027
2,3,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,54,1,4074,1179,1,1,3,1.1411728663172305,0.2762133283510711
2,5,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,1,4471,1005,3,3,3,0.8719059607015318,-1.4262013996683665
4,5,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,77,0,3886,1348,1,1,2,2.1396081893759638,1.6503006401416653
4,2,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,66,1,4385,1307,1,1,-1,1.2354933118800793,0.7175165562549363
2,4,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,61,1,4257,486,3,3,3,-0.33146439548687956,-0.22796794669627685
3,5,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,78,0,4315,2252,1,1,-1,3.2554171234942975,-0.4875869287871364
4,3,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,54,2,4154,235,2,2,0,-1.0707777062040233,1.3322509030076963
2,5,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,55,0,4363,1724,1,1,-1,3.4226165127742316,-0.6573540234555257
3,2,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,55,1,4037,235,2,2,-1,-0.3826141293666186,1.4652030996092942
3,3,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,48,1,3876,1092,1,1,-1,1.1921561578847317,1.6890739425027474
2,5,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,67,1,4125,599,3,1,3,0.37443448872438706,0.161200724052336
3,4,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,0,3971,2008,1,1,-1,3.426574945214395,1.3257584616345397
2,5,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,40,1,4510,48,3,0,3,-1.1589682197777869,-1.389116366450548
2,3,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,1,4525,1174,1,1,3,1.1443594992015906,-1.2265821812596776
4,5,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,75,1,3916,67,2,0,3,-0.5736345147098971,1.5436815358068026
2,2,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,70,1,4534,365,3,3,-1,-0.2916477900356289,-0.7466449186129467
2,5,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,72,1,4015,165,2,2,3,-0.2820135246846614,-0.043741320402856415
0,5,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,0,4484,210,0,3,-1,-0.6207683038232776,-3.2642659449095897
4,5,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,78,1,4141,1095,1,1,-1,1.271598118867546,1.2636238446559394
4,4,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,59,3,4090,223,2,2,-1,-1.6745186231932616,1.3852334367958956
2,5,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,62,1,4408,597,3,3,3,0.19954285832438381,-1.3030302164609564
2,3,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,1,4066,22,0,0,3,-1.6734407473328767,-0.18379447354744988
2,6,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1,4025,1064,1,1,-1,0.6260813330732256,-0.26287928344923395
1,3,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,45,0,4499,74,0,0,-1,-0.7576378827622204,-1.9193904095975483
3,5,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,69,0,4383,26,0,0,-1,-0.9490594985289135,-1.1778163292038026
2,3,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,0,4387,60,0,0,1,-0.9291000379584191,-1.4542766923244732
4,5,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51,1,4248,20,3,0,3,-0.6633362904633755,0.8822977602871269
1,4,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,38,1,4116,59,0,0,3,-1.6590176119276248,-0.6831759339590756
4,3,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,57,1,4255,34,2,0,3,-1.149525541523433,0.7859192840095452
0,3,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,2,4073,198,0,2,-1,-1.243166672356419,-0.9482932642073147
4,3,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,61,1,4174,1048,1,1,-1,0.8025150011504453,0.8622155589171856
3,4,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,63,2,4072,574,2,2,-1,-0.41903529101906145,0.6740573780503482
2,6,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,55,1,4494,1029,3,3,-1,1.0123560625858854,-1.1727743257057555
2,3,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,45,1,4034,670,1,1,3,0.6767695177525506,0.6438658861600997
